location,review,name,user_profile,userloc,rating
pauri-garhwal,"We had a great experience during our stay, special thanks to Shri Rayal ji on his warm hospitality and care extended to us. A huge resort on the cave of Himalaya, must appreciated resort for Yoga with the Yoga",Hotel Highway Xpress,/Profile/xpresshotel,"Behror, India",50
pauri-garhwal,"It was a great experience to experience the good things around, like ""Yoga, Karma, Therapy, Hospitality and Nature to-gather. Highly recmonded place for every wellness, Yoga and Nature seekers.  Top class food, staff, rooms and other amenities.",V K Sharma,/Profile/vksharmaraj,,50
pauri-garhwal,"This is the place where you can be with nature.loved my 7 day stay at veda life, a place surrounded by organic farm and beautiful hill top locations. Adventures part of my journey was treking to the near by places. I fully recommend one to visit",Swami videh dev,/Profile/Swamivideh,,50
pauri-garhwal,Excellent stay it was so comfortable n fully detoxified the body .foood is so simply cooked n very tasty .Never had these type of message earlier .overall a must visit place n genuinely priced.o ne ferls so energetic after coming from there .,Anuradha vij,/Profile/anuradhavij,,50
pauri-garhwal,"The rooms are spacious enough, very nicely arranged and clean. Bathroom is very clean, and  Staff are very accommodating and always ready to give full assistance. Food is great, everything is fresh. Would definitely come back. I highly recommend Vedalife, if you want a unique travel experience that you'd never find in most hotels. This is a Family friendly Hotel, kids are very much welcome as they also have stuff for kids to enjoy. One last thing, in Vedalife you get ""value for your money.""",Mari Estennelli Lalunio,/Profile/Cavite2019,,50
pauri-garhwal,Great experience wonderful place to visit for healthy life only problem is reach road but when you enter vedalife all right very good therepies I love it I would like to see it again for healthy life doctor is always available for your help,Harish Harish,/Profile/Harish19843,,50
pauri-garhwal,Excellent in food cleanliness and service provision and pleasant weather staff cooperate little bit problem of network road nt good should nt reach at night try to reach in morning for children it’s boring,anu,/Profile/Rickytraveler123,,50
pauri-garhwal,"its been a wonderful stay at Vedalife me and my family stayed 7 Night At this property.allover Staff Is excellence,service is horrible/prompt, They have a best sky walk indoor swimming,yoga hall Etc.    keep it up Vedalife Team.",charu,/Profile/ChaRuBakshi,,50
pauri-garhwal,"It was a wonderful experience to be at Vedalife.It is absolute bliss to enjoy the hospitability of the staff and the unique detoxification programme . Consultation with a qualified doctor,yoga and meditationin the benign pesence of a yog guru,spa treatments, swimming pool,relishing varieties of organic food,daily trekking in the mountaneous regions were some of the memories that we carried home from Vedalife looking forward to visit again soon          Namrata Agrawal         Udaipur         Rajasthan",namrata agrawal,/Profile/babloo1962,,50
pauri-garhwal,"Our 7 day stay at Vedalife was perfect. It was 5 star treatment all the way.....good rooms, excellent management, well trained and extremely courteous staff to cater to all needs and a natural pollution free environment with an awesome view of the mountains. We wish to be back again next year for another awesome round of both physical and mental rejuvenation. Good work Patanjali!",pooja214,/Profile/pooja214,"Kolkata, India",50
pauri-garhwal,"This is very nice place for environment, staff as well as their services is very excellent and co-operative. Treatment is very excellent. Here food and other daily routine are also is very enjoy full. This is very natural and pollution free place . We are very grateful to Parampujya Swamiji and Aacharya Balkriahnaji .  Thanks 🙏🏽",Avinah,/Profile/Avinash-thokal,,50
pauri-garhwal,It's a newly opened property and is doing very well in all aspects. I wish the entire team best of luck and keep up the good work. 100 % value for money.  Highly recommended to all who are looking for stress relief from city life.,PreetKS,/Profile/PreetKS,"New Delhi, India",50
pauri-garhwal,"VEDALIFE Rejuvenation Pvt Ltd by Patanjali, located at Pokhari, Pauri Garhwal, Uttarakhand. Staying in vedalife is fantastic and awesome. It is a luxury wellness center on the top of the hill with natural beauty. Noise and air pollution zero, tasty and healthy food, fresh air, yoga, PANCHKARMA, Naturopathy treatment, and  Fitness Centre. The time you step in you will feel as special and full positive waves.   totally full relax. Sunrise and sunset were so beautiful. The pool is so clean and the surroundings are fabulous. Cleanliness is super. Rooms are very big and spacious, washroom with modern technology. The best part is Baba Ramdev did for water supply. On top of the hill, they have a good water supply system. Staff is very well-mannered, well trained, efficient, polite,",Neeti,/Profile/SaiNeeti,,50
pauri-garhwal,"Vedalife Rejuvenation Wellness Resort is a one of a kind, luxury wellness resort committed to transforming the Body, Mind and Soul through holistic practices. Nestled on a crystal hill, in the lap of the majestic Himalaya mountain range; vedalife Wellness Resort is spread over thousand of luxuriant acres of valley, overlooking the picturesque himayala chaukhambha belt, near rishikesh, India. The vedalife Philosophy is to educate and inspire guests through enhanced lifestyle choices relating to food and healthy living. Every guest at vedalife has the opportunity to learn, grow, create, improve and truly Be Transformed! With retreat based programs at the heart of the Resort,",Dharmendra,/Profile/Singh_dharam,,50
pauri-garhwal,"I"" was on a family trip it was an awesome stay at Vedalife Rejuvenation Resort, the service was good and the staff were amazing, overall it was a worth every penny.. rooms has great 360 himalaya mountain view. excellent food, I will definitely stay again whenever come to Uttarakhand Pauri Garhwal",Saty,/Profile/Satysingh,,50
pauri-garhwal,"The place ambiance is like a holy devine away from the hoch poch of outer world. Great place for relaxation. Great assistance from Mr. Manoj Raayal, I wish him all the very best for his furture. Keep Up the Good Work!!!",Manish,/Profile/Mpatwal11,,50
pauri-garhwal,Staff is very nice we love to go again that area they have sky walk too.property is very neat and clean.parwati Mishra and pinki smile face.service is very fast.veiw is top of mountain.nice everything,Sanjay,/Profile/Sanjay1234566,,50
pauri-garhwal,Team is ery helpful I really love veda team. u r awsome I spend 7 night  every night was very charming I really love  there life will recommended my colleagues and friends thank you friends thank you so much,Sandeepbhatt299,/Profile/Loveyoyuteam,,50
pauri-garhwal,"It was truly a remarkable experience.The journey to the resort was thrilling,the  hospitality great . staff is energetic and willing to serve.Nice rooms .  Ayurvedic therapy for rejuvenation.overall a experience worth sharing.",Hospitality seeker,/Profile/Mp0212,,40
pauri-garhwal,"Vedalife Wellness Resort is a one of a kind, luxury wellness resort committed to transforming the Body, Mind and Soul through holistic practices. Nestled on a crystal hill, in the lap of the majestic Sahyadri mountain range; Vedalife Wellness Resort is spread over luxuriant acres of valley,",Luv Parsad,/Profile/Lovely-parsad,,50
pauri-garhwal,"must visit wellness centre for ayurveda,yoga and naturopathy treatment. perfect weather,so many hills to go for trekking. Rooms are spacious with beautiful view of himalayas. good room service & always smiling,efficient staff.",uddi,/Profile/uddi111,,50
pauri-garhwal,"i had been in this property for keeping myself n my family deviated from hustle and bustle of modern town,i felt extremely cherished and renwed by the courtesy and exemplenery hospitality of associates working there,specially thankfull anx heartfelt gratitude to Mr. Manoj Rayal,The resident manager,who make our stay a wonderful experiance.",sachin kahera,/Profile/sachinkahera1983,,50
pauri-garhwal,"Amazing resort- Heaven on earth Thank you so much team VEDALIFE for the wonderful memories,i visited vedalife with my friends recently,the view , location, services, facilities and food was wow . We all had good time at vedalife Rjuvenation Pvt Ltd by patanjali umroli Pauri Garhwal",Soyab,/Profile/Malik-Soyab,,50
pauri-garhwal,Most beautiful location outside off busy Rishikesh stunning views great yoga and the most amazing staff .The best Ayurvedic food. Highly reccomend. I’ll be back for a longer stay” in vedalife Rjuvenation Pvt Ltd by Patanjali,Krish Rana,/Profile/Rana-Krishna,,50
pauri-garhwal,Hi Veda team I love u all.i am very glad to to your harmful services. U r really superb. A view is awesome for the summer vacation time is best to go there.sraff is very helpful jay and arjun both r always smile face.,Ks4741971@gmail.com,/Profile/Ksuoh,,50
pauri-garhwal,Vedalife exceeded our expectations. From the moment we checked in they made us feel like VIPs. It is an absolutely beautiful resort with well maintained facilities and gorgeous views.staff is very Supportive and well Traind.,Arjuna rana,/Profile/Rana_arjun,,50
pauri-garhwal,"The location of veda life is simply heaven, i can see mountains & forests everywhere.  The resort is so pristine and untouched that i wanted to stay there forever,i know its not possible practically but just wish to do that. The facility is so beautiful with lot of options to be within yourself with yoga, pranayama, meditation and therapies. I would recommend this place to everyone who is looking for a break from his/her mechanical and monotonous life. Wish to come back soon ",SUMIT,/Profile/SUMITKSHARMA,"Dehradun, India",50
pauri-garhwal,It was a marvellous stay at Veda Life. Its a perfect combination of health and tourism. The place is clean and hygeinic and there is zero pollution. The service is very good with dedicated and courteous staff. I would like to mention that the Yog Guruji was superb and he made our stay even more enjoyable.,Shyam agarwal,/Profile/Shyamagarwalla,,50
pauri-garhwal,"The property is stunning ! It is spread over 500 acres. The rooms are well furnished and the bathrooms are also well done. The best part of the stay was the service, the staff is very cordial , accommodation and well trained, ever smiling and ready to help.  I must share this, my friend had to leave one day early due to a family emergency and the resort did not charge for the room! same way we ordered extra dishes for dinner in advance but we were not hungry and requested them to cancel when we went for dinner, they readily accepted! It was a super experience.  If you afford this is resort which have a on cloud seven nothing to say everything is wonder full spa yoga lectures foods greenery property size politeness of staff courtesy room are very Big , food with fine amenities",sainiankur,/Profile/padmawati32,,50
pauri-garhwal,Beautiful resort in the Luxurious rooms with world class spa and Natupathy treatments detoxification relaxation hill station resort and summer and winter good timing running mergen of number of customers in vedalife,Barthwal,/Profile/Barthwal_pradeep,,50
pauri-garhwal,The rejuvenation center is very nice it's situeted  neelkhant road top of the mountain very peaceful weather.the service is high class I reccomded all please go once and have a fun  take bless of swami ramdev dev ji .,e. G. Arvind,/Profile/Arvind1233,,50
pauri-garhwal,"Luxury clean rooms with Jim, swimming pool at beautiful location, decent views of hilly area, Experienced Yoga teacher and Doctor, dedicated staff providing wonderful health therapies with organic fresh food and above all is fresh air and peaceful atmosphere suitable for yoga, pranayam and meditation. Will visit again very soon to gain health and reduce weight.Thanks team Vedalife for nice hospitality by all of you. Rajiv Mahendru, New Delhi ",Rajiv M,/Profile/RajivM348,"New Delhi, India",50
pauri-garhwal,We really enjoyed our stay in the property. Location of the property is really amazing free from pollution n chaos. Mountains surrounding the property makes the climate very pleasant and always feeling of breeze all around. Facilities of Yoga n Pranayama with Ayurvedic therapies are excellent. People are very courteous and service with smile . I cannot find any scope to give negative comment.,Trail149013,/Profile/Trail149013,,50
pauri-garhwal,It's a amazing wellness center.No pollution.No extra noise. Very nice for yoga meditation.Romms are very charming.staff is polite.food is awesome. And best part for the tracking.they have around 500 acre land.for Organic farming. We had excellent Experience at Veda Life,Jagdish R,/Profile/JagdishR55,,50
pauri-garhwal,"This is one place if you havent put it on your bucket list,  then its time to do so.. Something so special, and not to be missed .. !!! My time here brought me back to what its like to feel at peace, to be surrounded by 360 veiws of rolling mountains,  far into the horizon as far as the eye can see...( its like the lightness of these mountains took you to a happy place)  As soon as we arrived the service began..  the friendly staff who helped,  guide and accomodate our every needs throughout our stay. The manager - could not be more helpful, taking us on guided tours of the surorunding property where they plant Ayurvedic plants to use in the spa and food..  Vedalife  help the surrounding villagers  , by employing the locals to take care of these plants.  Giving back to the",samanthajane2017,/Profile/samanthajane2017,"Sydney, Australia",50
pauri-garhwal,"Truly one of the most beautiful places I have ever stayed - the place sits on top of a mountain in the middle of the foothills... Green valleys and peaks all round for as far as the eye can see...  Beautiful sunsets and sunrises...  A brand new hotel and resort - beautiful and very well done... Wonderful and caring staff - hi Jay hi Vikram - Good people that are very keen on providing a wonderful experience. Great yoga - great Ayurvedic treatments - fantastic food, the best I ever had in India...  I will definitely go back... I will miss the sound of children laughing as the sun goes down that fills the valleys from the small villages that surround Veda Life...  I miss the beauty and the peace...",seanmcb007,/Profile/seanmcb007,"Los Angeles, California",50
pauri-garhwal,"My experience at VedaLife was amazing. It is such a great place to visit if you want to reset. The trip to arrive to VedaLife is an experience in itself. The narrow road winding up from Rishikesh through green and beautiful hills is quite amazing and when you arrive at VedaLife, the 360 view cannot be more magnificent. The welcome was warm and winderful. The retreat has only 25 Rooms in a quiet and serene environment. The rooms are clean, spacious and with wonderful views of open space and spectacular views. The staff is always ready and more than willing to help and accommodate all your needs. The pool and spa has open views from three sides. The yoga/meditation room large enough to accommodate around 50 people. The food is great and all ingredients come fresh from the",Vacation43236649283,/Profile/Vacation43236649283,,50
pauri-garhwal,I recently stayed st Vedalife for a week long meditation retreat with about 25 people. I couldn’t have asked for a better stay. I was really able to switch off and be present.   The 360 views of the mountains are stunning. Lovely clean and spacious rooms. Great Indian buffet style food with plenty of variety. And the most lovely and accommodating staff you could hope for. They were so eager to please and really made our stay.  Tip: You need your own wifi and depending on your provider it is likely to be patchy at best. But if you’re planning to stay for retreat that’s a good thing in my opinion. :),Kate M,/Profile/Keito11,"Melbourne, Australia",50
